"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4035","test_locked_out_user[chromium]","tests.ui","Tue Jul 15 10:48:32 GMT 2025","passed","Tue Jul 15 10:48:36 GMT 2025","","test_login_negative","",""
"","9602","test_performance_glitch_user[chromium]","tests.ui","Tue Jul 15 10:48:51 GMT 2025","passed","Tue Jul 15 10:49:01 GMT 2025","","test_login_successful","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","1309","test_user_name_and_password_are_missing[chromium]","tests.ui","Tue Jul 15 10:48:39 GMT 2025","passed","Tue Jul 15 10:48:41 GMT 2025","","test_login_negative","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","3385","test_visual_user[chromium]","tests.ui","Tue Jul 15 10:49:01 GMT 2025","passed","Tue Jul 15 10:49:05 GMT 2025","","test_login_successful","",""
"","2432","test_password_is_missing[chromium]","tests.ui","Tue Jul 15 10:48:41 GMT 2025","passed","Tue Jul 15 10:48:43 GMT 2025","","test_login_negative","",""
"","2953","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Tue Jul 15 10:48:36 GMT 2025","passed","Tue Jul 15 10:48:39 GMT 2025","","test_login_negative","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","3595","test_standard_user[chromium]","tests.ui","Tue Jul 15 10:48:44 GMT 2025","passed","Tue Jul 15 10:48:47 GMT 2025","","test_login_successful","",""
"","3560","test_standard_user_with_enter[chromium]","tests.ui","Tue Jul 15 10:48:48 GMT 2025","passed","Tue Jul 15 10:48:51 GMT 2025","","test_login_successful","",""
