"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","191","test_get_resource","tests.api","Mon Jul 28 10:08:08 GMT 2025","passed","Mon Jul 28 10:08:08 GMT 2025","","test_get_resource","",""
"","2452","test_password_is_missing[chromium]","tests.ui","Mon Jul 28 10:08:44 GMT 2025","passed","Mon Jul 28 10:08:47 GMT 2025","","test_login_negative","",""
"","300","test_login","tests.api","Mon Jul 28 10:08:09 GMT 2025","passed","Mon Jul 28 10:08:09 GMT 2025","","test_login_user","",""
"","220","test_create_user","tests.api","Mon Jul 28 10:08:08 GMT 2025","passed","Mon Jul 28 10:08:08 GMT 2025","","test_create_user","",""
"","36","test_get_users_list[1-200]","tests.api","Mon Jul 28 10:08:09 GMT 2025","passed","Mon Jul 28 10:08:09 GMT 2025","","test_get_users","",""
"","162","test_update_user","tests.api","Mon Jul 28 10:08:09 GMT 2025","passed","Mon Jul 28 10:08:09 GMT 2025","","test_update_user","",""
"","12096","test_e2e_1[chromium]","tests.ui","Mon Jul 28 10:08:10 GMT 2025","passed","Mon Jul 28 10:08:22 GMT 2025","","test_end_to_end_buy_items","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","9644","test_performance_glitch_user[chromium]","tests.ui","Mon Jul 28 10:08:55 GMT 2025","passed","Mon Jul 28 10:09:05 GMT 2025","","test_login_successful","",""
"","12763","test_e2e_2[chromium]","tests.ui","Mon Jul 28 10:08:22 GMT 2025","passed","Mon Jul 28 10:08:35 GMT 2025","","test_end_to_end_buy_items","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","3908","test_locked_out_user[chromium]","tests.ui","Mon Jul 28 10:08:35 GMT 2025","passed","Mon Jul 28 10:08:39 GMT 2025","","test_login_negative","",""
"","101","test_get_user_not_found","tests.api","Mon Jul 28 10:08:08 GMT 2025","passed","Mon Jul 28 10:08:09 GMT 2025","","test_get_user_not_found","",""
"","28","test_get_users_list[2-200]","tests.api","Mon Jul 28 10:08:09 GMT 2025","passed","Mon Jul 28 10:08:09 GMT 2025","","test_get_users","",""
"","3441","test_visual_user[chromium]","tests.ui","Mon Jul 28 10:09:05 GMT 2025","passed","Mon Jul 28 10:09:08 GMT 2025","","test_login_successful","",""
"","3648","test_standard_user[chromium]","tests.ui","Mon Jul 28 10:08:47 GMT 2025","passed","Mon Jul 28 10:08:51 GMT 2025","","test_login_successful","",""
"","185","test_delete_user","tests.api","Mon Jul 28 10:08:08 GMT 2025","passed","Mon Jul 28 10:08:08 GMT 2025","","test_delete_user","",""
"","2928","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Mon Jul 28 10:08:40 GMT 2025","passed","Mon Jul 28 10:08:43 GMT 2025","","test_login_negative","",""
"","37","test_get_user_with_generator","tests.api","Mon Jul 28 10:08:08 GMT 2025","passed","Mon Jul 28 10:08:08 GMT 2025","","test_get_user_by_id","",""
"","1326","test_user_name_and_password_are_missing[chromium]","tests.ui","Mon Jul 28 10:08:43 GMT 2025","passed","Mon Jul 28 10:08:44 GMT 2025","","test_login_negative","",""
"","3573","test_standard_user_with_enter[chromium]","tests.ui","Mon Jul 28 10:08:51 GMT 2025","passed","Mon Jul 28 10:08:55 GMT 2025","","test_login_successful","",""
