"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3565","test_standard_user_with_enter[chromium]","tests.ui","Sun Jul 20 17:22:55 GMT 2025","passed","Sun Jul 20 17:22:59 GMT 2025","","test_login_successful","",""
"","11763","test_e2e_2[chromium]","tests.ui","Sun Jul 20 17:22:28 GMT 2025","passed","Sun Jul 20 17:22:40 GMT 2025","","test_end_to_end_buy_items","",""
"","3421","test_visual_user[chromium]","tests.ui","Sun Jul 20 17:23:09 GMT 2025","passed","Sun Jul 20 17:23:12 GMT 2025","","test_login_successful","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","3865","test_locked_out_user[chromium]","tests.ui","Sun Jul 20 17:22:40 GMT 2025","passed","Sun Jul 20 17:22:44 GMT 2025","","test_login_negative","",""
"","2927","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Sun Jul 20 17:22:44 GMT 2025","passed","Sun Jul 20 17:22:47 GMT 2025","","test_login_negative","",""
"","3611","test_standard_user[chromium]","tests.ui","Sun Jul 20 17:22:51 GMT 2025","passed","Sun Jul 20 17:22:55 GMT 2025","","test_login_successful","",""
"","12757","test_e2e_1[chromium]","tests.ui","Sun Jul 20 17:22:15 GMT 2025","passed","Sun Jul 20 17:22:27 GMT 2025","","test_end_to_end_buy_items","",""
"","9603","test_performance_glitch_user[chromium]","tests.ui","Sun Jul 20 17:22:59 GMT 2025","passed","Sun Jul 20 17:23:09 GMT 2025","","test_login_successful","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","2413","test_password_is_missing[chromium]","tests.ui","Sun Jul 20 17:22:49 GMT 2025","passed","Sun Jul 20 17:22:51 GMT 2025","","test_login_negative","",""
"","1309","test_user_name_and_password_are_missing[chromium]","tests.ui","Sun Jul 20 17:22:47 GMT 2025","passed","Sun Jul 20 17:22:48 GMT 2025","","test_login_negative","",""
