"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3625","test_standard_user[chromium]","tests.ui","Sun Jul 20 17:40:36 GMT 2025","passed","Sun Jul 20 17:40:39 GMT 2025","","test_login_successful","",""
"","27","test_get_user_with_generator","tests.api","Sun Jul 20 17:39:58 GMT 2025","passed","Sun Jul 20 17:39:58 GMT 2025","","test_get_users","",""
"","3413","test_visual_user[chromium]","tests.ui","Sun Jul 20 17:40:53 GMT 2025","passed","Sun Jul 20 17:40:57 GMT 2025","","test_login_successful","",""
"","12309","test_e2e_1[chromium]","tests.ui","Sun Jul 20 17:39:59 GMT 2025","passed","Sun Jul 20 17:40:12 GMT 2025","","test_end_to_end_buy_items","",""
"","2418","test_password_is_missing[chromium]","tests.ui","Sun Jul 20 17:40:33 GMT 2025","passed","Sun Jul 20 17:40:35 GMT 2025","","test_login_negative","",""
"","3934","test_locked_out_user[chromium]","tests.ui","Sun Jul 20 17:40:24 GMT 2025","passed","Sun Jul 20 17:40:28 GMT 2025","","test_login_negative","",""
"","11771","test_e2e_2[chromium]","tests.ui","Sun Jul 20 17:40:12 GMT 2025","passed","Sun Jul 20 17:40:24 GMT 2025","","test_end_to_end_buy_items","",""
"","3570","test_standard_user_with_enter[chromium]","tests.ui","Sun Jul 20 17:40:40 GMT 2025","passed","Sun Jul 20 17:40:43 GMT 2025","","test_login_successful","",""
"","150","test_get_user","tests.api","Sun Jul 20 17:39:58 GMT 2025","passed","Sun Jul 20 17:39:58 GMT 2025","","test_get_users","",""
"","1315","test_user_name_and_password_are_missing[chromium]","tests.ui","Sun Jul 20 17:40:31 GMT 2025","passed","Sun Jul 20 17:40:33 GMT 2025","","test_login_negative","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","9647","test_performance_glitch_user[chromium]","tests.ui","Sun Jul 20 17:40:43 GMT 2025","passed","Sun Jul 20 17:40:53 GMT 2025","","test_login_successful","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","2959","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Sun Jul 20 17:40:28 GMT 2025","passed","Sun Jul 20 17:40:31 GMT 2025","","test_login_negative","",""
