"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2604","test_password_is_missing[chromium]","tests.ui","Wed Jul 23 15:56:20 GMT 2025","passed","Wed Jul 23 15:56:23 GMT 2025","","test_login_negative","",""
"","216","test_create_user","tests.api","Wed Jul 23 15:55:16 GMT 2025","passed","Wed Jul 23 15:55:16 GMT 2025","","test_create_user","",""
"","9392","test_e2e_2[chromium]","tests.ui","Wed Jul 23 15:56:01 GMT 2025","passed","Wed Jul 23 15:56:10 GMT 2025","","test_end_to_end_buy_items","",""
"","307","test_get_resource","tests.api","Wed Jul 23 15:55:16 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_get_resource","",""
"","3090","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Wed Jul 23 15:56:15 GMT 2025","passed","Wed Jul 23 15:56:18 GMT 2025","","test_login_negative","",""
"","1533","test_user_name_and_password_are_missing[chromium]","tests.ui","Wed Jul 23 15:56:18 GMT 2025","passed","Wed Jul 23 15:56:20 GMT 2025","","test_login_negative","",""
"","3718","test_standard_user_with_enter[chromium]","tests.ui","Wed Jul 23 15:56:27 GMT 2025","passed","Wed Jul 23 15:56:31 GMT 2025","","test_login_successful","",""
"","80","test_get_users_list[2-200]","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_get_users","",""
"","303","test_delete_user","tests.api","Wed Jul 23 15:55:16 GMT 2025","passed","Wed Jul 23 15:55:16 GMT 2025","","test_delete_user","",""
"","186","test_login","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_login_user","",""
"","3753","test_standard_user[chromium]","tests.ui","Wed Jul 23 15:56:23 GMT 2025","passed","Wed Jul 23 15:56:27 GMT 2025","","test_login_successful","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","3560","test_visual_user[chromium]","tests.ui","Wed Jul 23 15:56:41 GMT 2025","passed","Wed Jul 23 15:56:45 GMT 2025","","test_login_successful","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","78","test_get_user_not_found","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_get_user_not_found","",""
"","314","test_get_users_list[1-200]","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_get_users","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","285","test_update_user","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:18 GMT 2025","","test_update_user","",""
"","111","test_get_user_with_generator","tests.api","Wed Jul 23 15:55:17 GMT 2025","passed","Wed Jul 23 15:55:17 GMT 2025","","test_get_user_by_id","",""
"","16742","test_e2e_1[chromium]","tests.ui","Wed Jul 23 15:55:44 GMT 2025","passed","Wed Jul 23 15:56:00 GMT 2025","","test_end_to_end_buy_items","",""
"","4114","test_locked_out_user[chromium]","tests.ui","Wed Jul 23 15:56:11 GMT 2025","passed","Wed Jul 23 15:56:15 GMT 2025","","test_login_negative","",""
"","9795","test_performance_glitch_user[chromium]","tests.ui","Wed Jul 23 15:56:31 GMT 2025","passed","Wed Jul 23 15:56:41 GMT 2025","","test_login_successful","",""
