"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2437","test_password_is_missing[chromium]","tests.ui","Wed Jul 23 14:56:36 GMT 2025","passed","Wed Jul 23 14:56:38 GMT 2025","","test_login_negative","",""
"","11771","test_e2e_2[chromium]","tests.ui","Wed Jul 23 14:56:15 GMT 2025","passed","Wed Jul 23 14:56:26 GMT 2025","","test_end_to_end_buy_items","",""
"","9624","test_performance_glitch_user[chromium]","tests.ui","Wed Jul 23 14:56:46 GMT 2025","passed","Wed Jul 23 14:56:56 GMT 2025","","test_login_successful","",""
"","108","test_get_user_not_found","tests.api","Wed Jul 23 14:55:35 GMT 2025","failed","Wed Jul 23 14:55:35 GMT 2025","","test_get_user_not_found","",""
"","14111","test_e2e_1[chromium]","tests.ui","Wed Jul 23 14:56:00 GMT 2025","passed","Wed Jul 23 14:56:14 GMT 2025","","test_end_to_end_buy_items","",""
"","99","test_delete_user","tests.api","Wed Jul 23 14:55:35 GMT 2025","passed","Wed Jul 23 14:55:35 GMT 2025","","test_delete_user","",""
"","34","test_get_user_with_generator","tests.api","Wed Jul 23 14:55:35 GMT 2025","passed","Wed Jul 23 14:55:35 GMT 2025","","test_get_user_by_id","",""
"","3628","test_standard_user_with_enter[chromium]","tests.ui","Wed Jul 23 14:56:42 GMT 2025","passed","Wed Jul 23 14:56:46 GMT 2025","","test_login_successful","",""
"","126","test_update_user","tests.api","Wed Jul 23 14:55:35 GMT 2025","passed","Wed Jul 23 14:55:36 GMT 2025","","test_update_user","",""
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","1313","test_user_name_and_password_are_missing[chromium]","tests.ui","Wed Jul 23 14:56:34 GMT 2025","passed","Wed Jul 23 14:56:35 GMT 2025","","test_login_negative","",""
"","3414","test_visual_user[chromium]","tests.ui","Wed Jul 23 14:56:56 GMT 2025","passed","Wed Jul 23 14:56:59 GMT 2025","","test_login_successful","",""
"","57","test_get_users_list","tests.api","Wed Jul 23 14:55:35 GMT 2025","passed","Wed Jul 23 14:55:35 GMT 2025","","test_get_users","",""
"","230","test_create_user","tests.api","Wed Jul 23 14:55:35 GMT 2025","passed","Wed Jul 23 14:55:35 GMT 2025","","test_create_user","",""
"","4016","test_locked_out_user[chromium]","tests.ui","Wed Jul 23 14:56:27 GMT 2025","passed","Wed Jul 23 14:56:31 GMT 2025","","test_login_negative","",""
"","3604","test_standard_user[chromium]","tests.ui","Wed Jul 23 14:56:38 GMT 2025","passed","Wed Jul 23 14:56:42 GMT 2025","","test_login_successful","",""
"","2937","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Wed Jul 23 14:56:31 GMT 2025","passed","Wed Jul 23 14:56:34 GMT 2025","","test_login_negative","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
