"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10975","test_visual_user_with_trim[chromium]","tests.ui","Mon Jul 14 18:11:34 GMT 2025","failed","Mon Jul 14 18:11:45 GMT 2025","","test_login_successful","",""
"","3796","test_standard_user[chromium]","tests.ui","Sun Jul 20 17:10:18 GMT 2025","passed","Sun Jul 20 17:10:22 GMT 2025","","test_login_successful","",""
"","1320","test_user_name_and_password_are_missing[chromium]","tests.ui","Sun Jul 20 17:10:14 GMT 2025","passed","Sun Jul 20 17:10:15 GMT 2025","","test_login_negative","",""
"","3611","test_standard_user_with_enter[chromium]","tests.ui","Sun Jul 20 17:10:22 GMT 2025","passed","Sun Jul 20 17:10:26 GMT 2025","","test_login_successful","",""
"","9639","test_performance_glitch_user[chromium]","tests.ui","Sun Jul 20 17:10:26 GMT 2025","passed","Sun Jul 20 17:10:36 GMT 2025","","test_login_successful","",""
"","3430","test_visual_user[chromium]","tests.ui","Sun Jul 20 17:10:36 GMT 2025","passed","Sun Jul 20 17:10:40 GMT 2025","","test_login_successful","",""
"","5817","test_locked_out_user[chromium]","tests.ui","Mon Jul 14 16:28:08 GMT 2025","passed","Mon Jul 14 16:28:14 GMT 2025","","test_login_successful","",""
"","10417","test_visual_user_with_enter[chromium]","tests.ui","Mon Jul 14 18:11:45 GMT 2025","failed","Mon Jul 14 18:11:56 GMT 2025","","test_login_successful","",""
"","2493","test_password_is_missing[chromium]","tests.ui","Sun Jul 20 17:10:15 GMT 2025","passed","Sun Jul 20 17:10:18 GMT 2025","","test_login_negative","",""
"","7565","test_example[chromium]","tests.ui","Mon Jul 14 15:56:13 GMT 2025","passed","Mon Jul 14 15:56:20 GMT 2025","","test_login_negative","",""
"","2953","test_user_name_or_password_is_incorrect[chromium]","tests.ui","Sun Jul 20 17:10:11 GMT 2025","passed","Sun Jul 20 17:10:14 GMT 2025","","test_login_negative","",""
"","5255","test_locked_out_user[chromium]","tests.ui","Sun Jul 20 17:10:05 GMT 2025","passed","Sun Jul 20 17:10:10 GMT 2025","","test_login_negative","",""
